date,product,sales,month,quarter,season
2023-01-13,Laptop,91.98,1,Q1,Winter
2023-01-13,Phone,54.53,1,Q1,Winter
2023-01-13,Tablet,91.32,1,Q1,Winter
2023-01-13,Headphones,108.47,1,Q1,Winter
2023-01-13,Watch,123.28,1,Q1,Winter
2023-01-13,Camera,56.37,1,Q1,Winter
2023-01-14,Laptop,114.59,1,Q1,Winter
2023-01-14,Phone,75.12,1,Q1,Winter
2023-01-14,Tablet,72.28,1,Q1,Winter
2023-01-14,Headphones,114.97,1,Q1,Winter
2023-01-14,Watch,171.1,1,Q1,Winter
2023-01-14,Camera,88.83,1,Q1,Winter
2023-01-15,Laptop,68.54,1,Q1,Winter
2023-01-15,Phone,65.83,1,Q1,Winter
2023-01-15,Tablet,82.18,1,Q1,Winter
2023-01-15,Headphones,113.81,1,Q1,Winter
2023-01-15,Watch,154.9,1,Q1,Winter
2023-01-15,Camera,84.03,1,Q1,Winter
2023-01-16,Laptop,81.44,1,Q1,Winter
2023-01-16,Phone,75.55,1,Q1,Winter
2023-01-16,Tablet,83.56,1,Q1,Winter
2023-01-16,Headphones,108.74,1,Q1,Winter
2023-01-16,Watch,101.14,1,Q1,Winter
2023-01-16,Camera,63.21,1,Q1,Winter
2023-01-17,Laptop,70.97,1,Q1,Winter
2023-01-17,Phone,96.97,1,Q1,Winter
2023-01-17,Tablet,67.4,1,Q1,Winter
2023-01-17,Headphones,89.73,1,Q1,Winter
2023-01-17,Watch,155.63,1,Q1,Winter
2023-01-17,Camera,83.53,1,Q1,Winter
2023-01-18,Laptop,48.58,1,Q1,Winter
2023-01-18,Phone,104.41,1,Q1,Winter
2023-01-18,Tablet,126.77,1,Q1,Winter
2023-01-18,Headphones,122.77,1,Q1,Winter
2023-01-18,Watch,173.23,1,Q1,Winter
2023-01-18,Camera,63.81,1,Q1,Winter
2023-01-19,Laptop,65.27,1,Q1,Winter
2023-01-19,Phone,82.08,1,Q1,Winter
2023-01-19,Tablet,98.36,1,Q1,Winter
2023-01-19,Headphones,97.6,1,Q1,Winter
2023-01-19,Watch,137.68,1,Q1,Winter
2023-01-19,Camera,49.99,1,Q1,Winter
2023-01-20,Laptop,75.35,1,Q1,Winter
2023-01-20,Phone,79.02,1,Q1,Winter
2023-01-20,Tablet,74.21,1,Q1,Winter
2023-01-20,Headphones,149.22,1,Q1,Winter
2023-01-20,Watch,85.16,1,Q1,Winter
2023-01-20,Camera,60.58,1,Q1,Winter
2023-01-21,Laptop,66.17,1,Q1,Winter
2023-01-21,Phone,107.75,1,Q1,Winter
2023-01-21,Tablet,57.45,1,Q1,Winter
2023-01-21,Headphones,83.97,1,Q1,Winter
2023-01-21,Watch,193.48,1,Q1,Winter
2023-01-21,Camera,54.05,1,Q1,Winter
2023-01-22,Laptop,124.28,1,Q1,Winter
2023-01-22,Phone,57.81,1,Q1,Winter
2023-01-22,Tablet,93.19,1,Q1,Winter
2023-01-22,Headphones,116.62,1,Q1,Winter
2023-01-22,Watch,113.45,1,Q1,Winter
2023-01-22,Camera,10.86,1,Q1,Winter
2023-01-23,Laptop,63.48,1,Q1,Winter
2023-01-23,Phone,105.08,1,Q1,Winter
2023-01-23,Tablet,74.27,1,Q1,Winter
2023-01-23,Headphones,114.47,1,Q1,Winter
2023-01-23,Watch,172.67,1,Q1,Winter
2023-01-23,Camera,52.84,1,Q1,Winter
2023-01-24,Laptop,77.18,1,Q1,Winter
2023-01-24,Phone,87.4,1,Q1,Winter
2023-01-24,Tablet,88.44,1,Q1,Winter
2023-01-24,Headphones,119.34,1,Q1,Winter
2023-01-24,Watch,180.2,1,Q1,Winter
2023-01-24,Camera,64.06,1,Q1,Winter
2023-01-25,Laptop,78.27,1,Q1,Winter
2023-01-25,Phone,81.32,1,Q1,Winter
2023-01-25,Tablet,79.07,1,Q1,Winter
2023-01-25,Headphones,100.21,1,Q1,Winter
2023-01-25,Watch,168.26,1,Q1,Winter
2023-01-25,Camera,76.05,1,Q1,Winter
2023-01-26,Laptop,61.13,1,Q1,Winter
2023-01-26,Phone,109.55,1,Q1,Winter
2023-01-26,Tablet,80.84,1,Q1,Winter
2023-01-26,Headphones,119.64,1,Q1,Winter
2023-01-26,Watch,153.3,1,Q1,Winter
2023-01-26,Camera,68.38,1,Q1,Winter
2023-01-27,Laptop,101.34,1,Q1,Winter
2023-01-27,Phone,113.71,1,Q1,Winter
2023-01-27,Tablet,87.81,1,Q1,Winter
2023-01-27,Headphones,105.18,1,Q1,Winter
2023-01-27,Watch,148.67,1,Q1,Winter
2023-01-27,Camera,71.11,1,Q1,Winter
2023-01-28,Laptop,51.76,1,Q1,Winter
2023-01-28,Phone,118.76,1,Q1,Winter
2023-01-28,Tablet,96.27,1,Q1,Winter
2023-01-28,Headphones,90.78,1,Q1,Winter
2023-01-28,Watch,135.35,1,Q1,Winter
2023-01-28,Camera,70.23,1,Q1,Winter
2023-01-29,Laptop,63.58,1,Q1,Winter
2023-01-29,Phone,91.8,1,Q1,Winter
2023-01-29,Tablet,69.28,1,Q1,Winter
2023-01-29,Headphones,99.83,1,Q1,Winter
2023-01-29,Watch,129.13,1,Q1,Winter
2023-01-29,Camera,28.55,1,Q1,Winter
2023-01-30,Laptop,66.37,1,Q1,Winter
2023-01-30,Phone,110.35,1,Q1,Winter
2023-01-30,Tablet,92.12,1,Q1,Winter
2023-01-30,Headphones,89.59,1,Q1,Winter
2023-01-30,Watch,136.6,1,Q1,Winter
2023-01-30,Camera,55.6,1,Q1,Winter
2023-01-31,Laptop,103.64,1,Q1,Winter
2023-01-31,Phone,92.06,1,Q1,Winter
2023-01-31,Tablet,87.03,1,Q1,Winter
2023-01-31,Headphones,104.61,1,Q1,Winter
2023-01-31,Watch,135.0,1,Q1,Winter
2023-01-31,Camera,65.27,1,Q1,Winter
2023-02-01,Laptop,112.81,2,Q1,Winter
2023-02-01,Phone,121.08,2,Q1,Winter
2023-02-01,Tablet,95.79,2,Q1,Winter
2023-02-01,Headphones,135.71,2,Q1,Winter
2023-02-01,Watch,52.25,2,Q1,Winter
2023-02-01,Camera,29.26,2,Q1,Winter
2023-02-02,Laptop,69.36,2,Q1,Winter
2023-02-02,Phone,114.91,2,Q1,Winter
2023-02-02,Tablet,89.44,2,Q1,Winter
2023-02-02,Headphones,86.95,2,Q1,Winter
2023-02-02,Watch,69.83,2,Q1,Winter
2023-02-02,Camera,69.46,2,Q1,Winter
2023-02-03,Laptop,66.13,2,Q1,Winter
2023-02-03,Phone,100.32,2,Q1,Winter
2023-02-03,Tablet,48.5,2,Q1,Winter
2023-02-03,Headphones,100.57,2,Q1,Winter
2023-02-03,Watch,69.93,2,Q1,Winter
2023-02-03,Camera,45.76,2,Q1,Winter
2023-02-04,Laptop,87.07,2,Q1,Winter
2023-02-04,Phone,91.56,2,Q1,Winter
2023-02-04,Tablet,68.23,2,Q1,Winter
2023-02-04,Headphones,99.16,2,Q1,Winter
2023-02-04,Watch,92.87,2,Q1,Winter
2023-02-04,Camera,74.83,2,Q1,Winter
2023-02-05,Laptop,130.53,2,Q1,Winter
2023-02-05,Phone,95.23,2,Q1,Winter
2023-02-05,Tablet,104.01,2,Q1,Winter
2023-02-05,Headphones,87.56,2,Q1,Winter
2023-02-05,Watch,67.23,2,Q1,Winter
2023-02-05,Camera,25.41,2,Q1,Winter
2023-02-06,Laptop,82.86,2,Q1,Winter
2023-02-06,Phone,117.78,2,Q1,Winter
2023-02-06,Tablet,92.26,2,Q1,Winter
2023-02-06,Headphones,65.38,2,Q1,Winter
2023-02-06,Watch,75.05,2,Q1,Winter
2023-02-06,Camera,34.3,2,Q1,Winter
2023-02-07,Laptop,65.83,2,Q1,Winter
2023-02-07,Phone,87.2,2,Q1,Winter
2023-02-07,Tablet,61.19,2,Q1,Winter
2023-02-07,Headphones,108.3,2,Q1,Winter
2023-02-07,Watch,61.24,2,Q1,Winter
2023-02-07,Camera,45.71,2,Q1,Winter
2023-02-08,Laptop,67.94,2,Q1,Winter
2023-02-08,Phone,68.06,2,Q1,Winter
2023-02-08,Tablet,111.79,2,Q1,Winter
2023-02-08,Headphones,88.15,2,Q1,Winter
2023-02-08,Watch,66.22,2,Q1,Winter
2023-02-08,Camera,74.95,2,Q1,Winter
2023-02-09,Laptop,65.75,2,Q1,Winter
2023-02-09,Phone,62.03,2,Q1,Winter
2023-02-09,Tablet,69.43,2,Q1,Winter
2023-02-09,Headphones,130.41,2,Q1,Winter
2023-02-09,Watch,81.18,2,Q1,Winter
2023-02-09,Camera,108.14,2,Q1,Winter
2023-02-10,Laptop,68.4,2,Q1,Winter
2023-02-10,Phone,63.12,2,Q1,Winter
2023-02-10,Tablet,53.68,2,Q1,Winter
2023-02-10,Headphones,76.25,2,Q1,Winter
2023-02-10,Watch,102.44,2,Q1,Winter
2023-02-10,Camera,74.7,2,Q1,Winter
2023-02-11,Laptop,72.63,2,Q1,Winter
2023-02-11,Phone,122.81,2,Q1,Winter
2023-02-11,Tablet,61.5,2,Q1,Winter
2023-02-11,Headphones,68.66,2,Q1,Winter
2023-02-11,Watch,102.06,2,Q1,Winter
2023-02-11,Camera,48.85,2,Q1,Winter
2023-02-12,Laptop,64.72,2,Q1,Winter
2023-02-12,Phone,70.7,2,Q1,Winter
2023-02-12,Tablet,72.47,2,Q1,Winter
2023-02-12,Headphones,104.91,2,Q1,Winter
2023-02-12,Watch,57.58,2,Q1,Winter
2023-02-12,Camera,60.63,2,Q1,Winter
2023-02-13,Laptop,78.24,2,Q1,Winter
2023-02-13,Phone,99.3,2,Q1,Winter
2023-02-13,Tablet,58.72,2,Q1,Winter
2023-02-13,Headphones,92.45,2,Q1,Winter
2023-02-13,Watch,41.27,2,Q1,Winter
2023-02-13,Camera,40.95,2,Q1,Winter
2023-02-14,Laptop,75.11,2,Q1,Winter
2023-02-14,Phone,84.88,2,Q1,Winter
2023-02-14,Tablet,66.83,2,Q1,Winter
2023-02-14,Headphones,87.44,2,Q1,Winter
2023-02-14,Watch,54.11,2,Q1,Winter
2023-02-14,Camera,66.31,2,Q1,Winter
2023-02-15,Laptop,82.07,2,Q1,Winter
2023-02-15,Phone,113.95,2,Q1,Winter
2023-02-15,Tablet,32.48,2,Q1,Winter
2023-02-15,Headphones,109.51,2,Q1,Winter
2023-02-15,Watch,69.16,2,Q1,Winter
2023-02-15,Camera,59.48,2,Q1,Winter
2023-02-16,Laptop,101.23,2,Q1,Winter
2023-02-16,Phone,91.96,2,Q1,Winter
2023-02-16,Tablet,67.87,2,Q1,Winter
2023-02-16,Headphones,103.68,2,Q1,Winter
2023-02-16,Watch,94.81,2,Q1,Winter
2023-02-16,Camera,67.19,2,Q1,Winter
2023-02-17,Laptop,95.14,2,Q1,Winter
2023-02-17,Phone,43.23,2,Q1,Winter
2023-02-17,Tablet,46.55,2,Q1,Winter
2023-02-17,Headphones,117.13,2,Q1,Winter
2023-02-17,Watch,72.39,2,Q1,Winter
2023-02-17,Camera,47.84,2,Q1,Winter
2023-02-18,Laptop,91.48,2,Q1,Winter
2023-02-18,Phone,74.82,2,Q1,Winter
2023-02-18,Tablet,81.26,2,Q1,Winter
2023-02-18,Headphones,135.36,2,Q1,Winter
2023-02-18,Watch,75.03,2,Q1,Winter
2023-02-18,Camera,45.99,2,Q1,Winter
2023-02-19,Laptop,84.72,2,Q1,Winter
2023-02-19,Phone,86.51,2,Q1,Winter
2023-02-19,Tablet,91.0,2,Q1,Winter
2023-02-19,Headphones,115.65,2,Q1,Winter
2023-02-19,Watch,56.43,2,Q1,Winter
2023-02-19,Camera,58.44,2,Q1,Winter
2023-02-20,Laptop,82.89,2,Q1,Winter
2023-02-20,Phone,119.21,2,Q1,Winter
2023-02-20,Tablet,105.38,2,Q1,Winter
2023-02-20,Headphones,72.08,2,Q1,Winter
2023-02-20,Watch,60.06,2,Q1,Winter
2023-02-20,Camera,67.3,2,Q1,Winter
2023-02-21,Laptop,73.22,2,Q1,Winter
2023-02-21,Phone,135.32,2,Q1,Winter
2023-02-21,Tablet,89.01,2,Q1,Winter
2023-02-21,Headphones,111.86,2,Q1,Winter
2023-02-21,Watch,63.65,2,Q1,Winter
2023-02-21,Camera,96.04,2,Q1,Winter
2023-02-22,Laptop,100.38,2,Q1,Winter
2023-02-22,Phone,70.93,2,Q1,Winter
2023-02-22,Tablet,91.83,2,Q1,Winter
2023-02-22,Headphones,81.45,2,Q1,Winter
2023-02-22,Watch,63.52,2,Q1,Winter
2023-02-22,Camera,31.31,2,Q1,Winter
2023-02-23,Laptop,93.9,2,Q1,Winter
2023-02-23,Phone,53.83,2,Q1,Winter
2023-02-23,Tablet,91.32,2,Q1,Winter
2023-02-23,Headphones,79.78,2,Q1,Winter
2023-02-23,Watch,63.83,2,Q1,Winter
2023-02-23,Camera,27.09,2,Q1,Winter
2023-02-24,Laptop,83.27,2,Q1,Winter
2023-02-24,Phone,134.55,2,Q1,Winter
2023-02-24,Tablet,64.63,2,Q1,Winter
2023-02-24,Headphones,152.06,2,Q1,Winter
2023-02-24,Watch,69.95,2,Q1,Winter
2023-02-24,Camera,60.93,2,Q1,Winter
2023-02-25,Laptop,65.35,2,Q1,Winter
2023-02-25,Phone,83.98,2,Q1,Winter
2023-02-25,Tablet,69.66,2,Q1,Winter
2023-02-25,Headphones,109.94,2,Q1,Winter
2023-02-25,Watch,43.8,2,Q1,Winter
2023-02-25,Camera,54.22,2,Q1,Winter
2023-02-26,Laptop,70.8,2,Q1,Winter
2023-02-26,Phone,56.89,2,Q1,Winter
2023-02-26,Tablet,79.75,2,Q1,Winter
2023-02-26,Headphones,131.43,2,Q1,Winter
2023-02-26,Watch,68.81,2,Q1,Winter
2023-02-26,Camera,58.6,2,Q1,Winter
2023-02-27,Laptop,67.58,2,Q1,Winter
2023-02-27,Phone,81.93,2,Q1,Winter
2023-02-27,Tablet,95.82,2,Q1,Winter
2023-02-27,Headphones,104.37,2,Q1,Winter
2023-02-27,Watch,61.02,2,Q1,Winter
2023-02-27,Camera,64.02,2,Q1,Winter
2023-02-28,Laptop,72.71,2,Q1,Winter
2023-02-28,Phone,104.78,2,Q1,Winter
2023-02-28,Tablet,82.13,2,Q1,Winter
2023-02-28,Headphones,71.83,2,Q1,Winter
2023-02-28,Watch,54.27,2,Q1,Winter
2023-02-28,Camera,62.18,2,Q1,Winter
2023-03-01,Laptop,63.65,3,Q1,Spring
2023-03-01,Phone,134.52,3,Q1,Spring
2023-03-01,Tablet,75.27,3,Q1,Spring
2023-03-01,Headphones,110.28,3,Q1,Spring
2023-03-01,Watch,73.1,3,Q1,Spring
2023-03-01,Camera,55.07,3,Q1,Spring
2023-03-02,Laptop,67.82,3,Q1,Spring
2023-03-02,Phone,102.38,3,Q1,Spring
2023-03-02,Tablet,80.89,3,Q1,Spring
2023-03-02,Headphones,103.84,3,Q1,Spring
2023-03-02,Watch,54.66,3,Q1,Spring
2023-03-02,Camera,52.57,3,Q1,Spring
2023-03-03,Laptop,69.51,3,Q1,Spring
2023-03-03,Phone,161.48,3,Q1,Spring
2023-03-03,Tablet,93.92,3,Q1,Spring
2023-03-03,Headphones,143.45,3,Q1,Spring
2023-03-03,Watch,31.43,3,Q1,Spring
2023-03-03,Camera,52.76,3,Q1,Spring
2023-03-04,Laptop,81.03,3,Q1,Spring
2023-03-04,Phone,127.3,3,Q1,Spring
2023-03-04,Tablet,56.15,3,Q1,Spring
2023-03-04,Headphones,68.02,3,Q1,Spring
2023-03-04,Watch,66.87,3,Q1,Spring
2023-03-04,Camera,74.93,3,Q1,Spring
2023-03-05,Laptop,89.74,3,Q1,Spring
2023-03-05,Phone,114.69,3,Q1,Spring
2023-03-05,Tablet,72.01,3,Q1,Spring
2023-03-05,Headphones,150.24,3,Q1,Spring
2023-03-05,Watch,79.06,3,Q1,Spring
2023-03-05,Camera,77.29,3,Q1,Spring
2023-03-06,Laptop,88.09,3,Q1,Spring
2023-03-06,Phone,142.78,3,Q1,Spring
2023-03-06,Tablet,99.84,3,Q1,Spring
2023-03-06,Headphones,96.73,3,Q1,Spring
2023-03-06,Watch,57.34,3,Q1,Spring
2023-03-06,Camera,65.31,3,Q1,Spring
2023-03-07,Laptop,69.49,3,Q1,Spring
2023-03-07,Phone,145.99,3,Q1,Spring
2023-03-07,Tablet,99.76,3,Q1,Spring
2023-03-07,Headphones,121.27,3,Q1,Spring
2023-03-07,Watch,52.41,3,Q1,Spring
2023-03-07,Camera,67.23,3,Q1,Spring
2023-03-08,Laptop,71.58,3,Q1,Spring
2023-03-08,Phone,112.42,3,Q1,Spring
2023-03-08,Tablet,86.18,3,Q1,Spring
2023-03-08,Headphones,100.86,3,Q1,Spring
2023-03-08,Watch,77.98,3,Q1,Spring
2023-03-08,Camera,56.53,3,Q1,Spring
2023-03-09,Laptop,69.96,3,Q1,Spring
2023-03-09,Phone,130.99,3,Q1,Spring
2023-03-09,Tablet,91.15,3,Q1,Spring
2023-03-09,Headphones,91.87,3,Q1,Spring
2023-03-09,Watch,92.22,3,Q1,Spring
2023-03-09,Camera,57.53,3,Q1,Spring
2023-03-10,Laptop,93.17,3,Q1,Spring
2023-03-10,Phone,142.79,3,Q1,Spring
2023-03-10,Tablet,85.82,3,Q1,Spring
2023-03-10,Headphones,142.35,3,Q1,Spring
2023-03-10,Watch,78.3,3,Q1,Spring
2023-03-10,Camera,73.73,3,Q1,Spring
2023-03-11,Laptop,70.46,3,Q1,Spring
2023-03-11,Phone,85.86,3,Q1,Spring
2023-03-11,Tablet,56.26,3,Q1,Spring
2023-03-11,Headphones,101.65,3,Q1,Spring
2023-03-11,Watch,81.72,3,Q1,Spring
2023-03-11,Camera,69.67,3,Q1,Spring
2023-03-12,Laptop,85.96,3,Q1,Spring
2023-03-12,Phone,104.63,3,Q1,Spring
2023-03-12,Tablet,87.59,3,Q1,Spring
2023-03-12,Headphones,130.34,3,Q1,Spring
2023-03-12,Watch,55.76,3,Q1,Spring
2023-03-12,Camera,46.97,3,Q1,Spring
2023-03-13,Laptop,81.69,3,Q1,Spring
2023-03-13,Phone,161.23,3,Q1,Spring
2023-03-13,Tablet,71.4,3,Q1,Spring
2023-03-13,Headphones,95.28,3,Q1,Spring
2023-03-13,Watch,57.68,3,Q1,Spring
2023-03-13,Camera,96.53,3,Q1,Spring
2023-03-14,Laptop,66.32,3,Q1,Spring
2023-03-14,Phone,140.78,3,Q1,Spring
2023-03-14,Tablet,110.64,3,Q1,Spring
2023-03-14,Headphones,88.48,3,Q1,Spring
2023-03-14,Watch,43.38,3,Q1,Spring
2023-03-14,Camera,77.55,3,Q1,Spring
2023-03-15,Laptop,73.96,3,Q1,Spring
2023-03-15,Phone,141.46,3,Q1,Spring
2023-03-15,Tablet,115.12,3,Q1,Spring
2023-03-15,Headphones,100.65,3,Q1,Spring
2023-03-15,Watch,98.01,3,Q1,Spring
2023-03-15,Camera,63.41,3,Q1,Spring
2023-03-16,Laptop,100.54,3,Q1,Spring
2023-03-16,Phone,156.41,3,Q1,Spring
2023-03-16,Tablet,108.76,3,Q1,Spring
2023-03-16,Headphones,134.13,3,Q1,Spring
2023-03-16,Watch,69.13,3,Q1,Spring
2023-03-16,Camera,66.31,3,Q1,Spring
2023-03-17,Laptop,81.97,3,Q1,Spring
2023-03-17,Phone,143.53,3,Q1,Spring
2023-03-17,Tablet,83.52,3,Q1,Spring
2023-03-17,Headphones,80.27,3,Q1,Spring
2023-03-17,Watch,100.67,3,Q1,Spring
2023-03-17,Camera,58.5,3,Q1,Spring
2023-03-18,Laptop,99.76,3,Q1,Spring
2023-03-18,Phone,130.31,3,Q1,Spring
2023-03-18,Tablet,91.59,3,Q1,Spring
2023-03-18,Headphones,93.01,3,Q1,Spring
2023-03-18,Watch,74.77,3,Q1,Spring
2023-03-18,Camera,54.59,3,Q1,Spring
2023-03-19,Laptop,83.89,3,Q1,Spring
2023-03-19,Phone,119.24,3,Q1,Spring
2023-03-19,Tablet,104.39,3,Q1,Spring
2023-03-19,Headphones,107.71,3,Q1,Spring
2023-03-19,Watch,27.74,3,Q1,Spring
2023-03-19,Camera,60.26,3,Q1,Spring
2023-03-20,Laptop,70.74,3,Q1,Spring
2023-03-20,Phone,130.7,3,Q1,Spring
2023-03-20,Tablet,68.24,3,Q1,Spring
2023-03-20,Headphones,112.01,3,Q1,Spring
2023-03-20,Watch,85.15,3,Q1,Spring
2023-03-20,Camera,34.77,3,Q1,Spring
2023-03-21,Laptop,81.7,3,Q1,Spring
2023-03-21,Phone,127.25,3,Q1,Spring
2023-03-21,Tablet,74.41,3,Q1,Spring
2023-03-21,Headphones,109.53,3,Q1,Spring
2023-03-21,Watch,79.37,3,Q1,Spring
2023-03-21,Camera,71.31,3,Q1,Spring
2023-03-22,Laptop,103.58,3,Q1,Spring
2023-03-22,Phone,142.2,3,Q1,Spring
2023-03-22,Tablet,92.97,3,Q1,Spring
2023-03-22,Headphones,104.48,3,Q1,Spring
2023-03-22,Watch,55.13,3,Q1,Spring
2023-03-22,Camera,54.73,3,Q1,Spring
2023-03-23,Laptop,86.92,3,Q1,Spring
2023-03-23,Phone,99.5,3,Q1,Spring
2023-03-23,Tablet,48.52,3,Q1,Spring
2023-03-23,Headphones,75.93,3,Q1,Spring
2023-03-23,Watch,85.26,3,Q1,Spring
2023-03-23,Camera,47.92,3,Q1,Spring
2023-03-24,Laptop,68.36,3,Q1,Spring
2023-03-24,Phone,177.86,3,Q1,Spring
2023-03-24,Tablet,76.73,3,Q1,Spring
2023-03-24,Headphones,83.75,3,Q1,Spring
2023-03-24,Watch,59.72,3,Q1,Spring
2023-03-24,Camera,45.17,3,Q1,Spring
2023-03-25,Laptop,115.17,3,Q1,Spring
2023-03-25,Phone,120.88,3,Q1,Spring
2023-03-25,Tablet,111.64,3,Q1,Spring
2023-03-25,Headphones,94.72,3,Q1,Spring
2023-03-25,Watch,83.71,3,Q1,Spring
2023-03-25,Camera,77.09,3,Q1,Spring
2023-03-26,Laptop,91.44,3,Q1,Spring
2023-03-26,Phone,166.23,3,Q1,Spring
2023-03-26,Tablet,106.31,3,Q1,Spring
2023-03-26,Headphones,136.7,3,Q1,Spring
2023-03-26,Watch,56.04,3,Q1,Spring
2023-03-26,Camera,60.4,3,Q1,Spring
2023-03-27,Laptop,82.63,3,Q1,Spring
2023-03-27,Phone,150.79,3,Q1,Spring
2023-03-27,Tablet,112.0,3,Q1,Spring
2023-03-27,Headphones,101.96,3,Q1,Spring
2023-03-27,Watch,68.36,3,Q1,Spring
2023-03-27,Camera,40.23,3,Q1,Spring
2023-03-28,Laptop,92.86,3,Q1,Spring
2023-03-28,Phone,133.18,3,Q1,Spring
2023-03-28,Tablet,45.74,3,Q1,Spring
2023-03-28,Headphones,114.96,3,Q1,Spring
2023-03-28,Watch,88.99,3,Q1,Spring
2023-03-28,Camera,72.56,3,Q1,Spring
2023-03-29,Laptop,86.07,3,Q1,Spring
2023-03-29,Phone,131.2,3,Q1,Spring
2023-03-29,Tablet,117.43,3,Q1,Spring
2023-03-29,Headphones,91.45,3,Q1,Spring
2023-03-29,Watch,79.52,3,Q1,Spring
2023-03-29,Camera,46.68,3,Q1,Spring
2023-03-30,Laptop,91.32,3,Q1,Spring
2023-03-30,Phone,140.43,3,Q1,Spring
2023-03-30,Tablet,63.86,3,Q1,Spring
2023-03-30,Headphones,105.58,3,Q1,Spring
2023-03-30,Watch,53.73,3,Q1,Spring
2023-03-30,Camera,56.07,3,Q1,Spring
2023-03-31,Laptop,75.98,3,Q1,Spring
2023-03-31,Phone,133.55,3,Q1,Spring
2023-03-31,Tablet,68.4,3,Q1,Spring
2023-03-31,Headphones,114.99,3,Q1,Spring
2023-03-31,Watch,43.93,3,Q1,Spring
2023-03-31,Camera,86.51,3,Q1,Spring
2023-04-01,Laptop,70.93,4,Q2,Spring
2023-04-01,Phone,142.4,4,Q2,Spring
2023-04-01,Tablet,90.41,4,Q2,Spring
2023-04-01,Headphones,122.99,4,Q2,Spring
2023-04-01,Watch,64.41,4,Q2,Spring
2023-04-01,Camera,58.77,4,Q2,Spring
2023-04-02,Laptop,92.16,4,Q2,Spring
